SOME,0.012472,0.980272
sp,0.980272,1.598866
PEOPLE,1.598866,2.067800
HAVE,2.067800,2.157596
SAID,2.157596,2.496825
THAT,2.496825,2.875964
PICTURES,2.875964,3.634240
sp,3.634240,3.793878
IN,3.793878,4.093197
TODAY'S,4.093197,4.442404
LIFE,4.442404,5.001134
sp,5.001134,5.200680
ARE,5.200680,5.849206
MORE,5.849206,6.178458
THAN,6.178458,6.318141
GOOD,6.318141,6.527664
ENOUGH,6.527664,6.936735
sp,6.936735,7.275964
TO,7.275964,7.944444
REPLACE,7.944444,9.640590
WRITTEN,9.640590,9.949887
RECORDS,9.949887,10.787982
sp,10.787982,11.536281
AND,11.536281,12.164853
I,12.164853,12.723583
DON'T,12.723583,13.072789
DISAGREE,13.072789,14.260091
WITH,14.260091,14.389796
THIS,14.389796,14.788889
sp,14.788889,15.457370
I,15.457370,15.826531
THINK,15.826531,16.135828
THAT,16.135828,16.485034
sp,16.485034,16.864172
PICTURES,16.864172,17.223356
ARE,17.223356,17.323129
VERY,17.323129,17.532653
IMPORTANT,17.532653,17.981633
AND,17.981633,18.111338
MAY,18.111338,18.550340
INDEED,18.550340,19.388435
BE,19.388435,19.607937
ABLE,19.607937,19.727664
TO,19.727664,19.797506
REPLACE,19.797506,20.256463
THESE,20.256463,20.456009
BUT,20.456009,20.575737
I,20.575737,20.655556
THINK,20.655556,20.964853
THAT,20.964853,21.353968
sp,21.353968,21.683220
WITHOUT,21.683220,22.810658
WRITTEN,22.810658,23.119955
RECORDS,23.119955,23.519048
YOU,23.519048,23.668707
DON'T,23.668707,23.928118
GET,23.928118,24.257370
sp,24.257370,24.496825
THE,24.496825,24.636508
FULL,24.636508,25.464626
sp,25.464626,25.694104
IDEA,25.694104,26.033333
OF,26.033333,26.123129
WHAT'S,26.123129,26.362585
GOING,26.362585,26.621995
ON,26.621995,26.781633
sp,26.781633,26.801587
AT,26.801587,26.901361
THE,26.901361,26.961224
TIME,26.961224,27.909070
sp,27.909070,28.517687
AND,28.517687,29.056463
sp,29.056463,29.096372
I,29.096372,29.126304
sp,29.126304,29.226077
BELIEVE,29.226077,30.323583
IT'S,30.323583,30.602948
THE,30.602948,30.662812
SAME,30.662812,30.792517
WITH,30.792517,30.962132
WRITTEN,30.962132,31.480952
RECORDS,31.480952,31.820181
IF,31.820181,31.919955
YOU,31.919955,32.009751
DON'T,32.009751,32.149433
GET,32.149433,32.279138
A,32.279138,32.378912
PICTURE,32.378912,32.728118
OF,32.728118,32.787982
WHAT'S,32.787982,33.017460
GOING,33.017460,33.276871
ON,33.276871,33.606122
sp,33.606122,34.194785
THEN,34.194785,34.783447
sp,34.783447,34.883220
THERE'S,34.883220,35.292290
