sp,0.012472,1.469161
I,1.469161,1.588889
DO,1.588889,1.768481
BELIEVE,1.768481,2.127664
THAT,2.127664,2.337188
MANY,2.337188,2.796145
OF,2.796145,2.885941
OUR,2.885941,3.105442
MODERN,3.105442,3.574376
CONVENIENCES,3.574376,4.851474
sp,4.851474,4.891383
MAKE,4.891383,5.120862
IT,5.120862,5.280499
DIFFICULT,5.280499,5.968934
FOR,5.968934,6.358050
sp,6.358050,6.567574
PEOPLE,6.567574,6.956689
TO,6.956689,7.156236
DEVELOP,7.156236,7.714966
INTO,7.714966,8.423356
sp,8.423356,8.463265
INDEPENDENT,8.463265,9.361224
INDIVIDUALS,9.361224,10.129478
sp,10.129478,10.947619
IN,10.947619,11.117234
PARTICULAR,11.117234,11.795692
sp,11.795692,11.845578
TECHNOLOGY,11.845578,13.002948
sp,13.002948,13.052834
ABSOLUTELY,13.052834,13.641497
AFFECTS,13.641497,14.180272
HOW,14.180272,14.359864
CHILDREN,14.359864,14.798866
GROW,14.798866,15.018367
UP,15.018367,15.257823
THESE,15.257823,15.497279
DAYS,15.497279,15.756689
sp,15.756689,16.175737
FOR,16.175737,16.355329
EXAMPLE,16.355329,16.834240
sp,16.834240,17.083673
BECAUSE,17.083673,17.841950
THEY,17.841950,17.951701
CAN,17.951701,18.101361
BE,18.101361,18.181179
IN,18.181179,18.330839
CONSTANT,18.330839,19.099093
CONTACT,19.099093,19.967120
sp,19.967120,20.116780
WITH,20.116780,20.276417
THEIR,20.276417,20.495918
PARENTS,20.495918,21.184354
IN,21.184354,21.383900
MOMENTS,21.383900,21.782993
WHEN,21.782993,21.892744
THEY,21.892744,22.062358
MIGHT,22.062358,22.311791
BE,22.311791,22.481406
FACED,22.481406,22.940363
WITH,22.940363,23.080045
A,23.080045,23.119955
CHALLENGE,23.119955,23.888209
OR,23.888209,24.187528
WITH,24.187528,24.506803
ADVERSITY,24.506803,25.344898
sp,25.344898,26.093197
THEY,26.093197,26.412472
MIGHT,26.412472,27.070975
sp,27.070975,27.180726
CONTACT,27.180726,27.749433
THEIR,27.749433,27.929025
PARENTS,27.929025,28.417914
RATHER,28.417914,28.667347
THAN,28.667347,28.826984
TRYING,28.826984,29.265986
TO,29.265986,29.545351
sp,29.545351,29.595238
FIGURE,29.595238,29.924490
IT,29.924490,29.984354
OUT,29.984354,30.193878
ON,30.193878,30.323583
THEIR,30.323583,30.543084
OWN,30.543084,30.812472
sp,30.812472,31.051927
EVEN,31.051927,31.221542
sp,31.221542,31.451020
WHEN,31.451020,32.039683
YOUNG,32.039683,32.239229
ADULTS,32.239229,32.857823
GO,32.857823,32.987528
OFF,32.987528,33.217007
TO,33.217007,33.306803
COLLEGE,33.306803,33.965306
sp,33.965306,34.244671
THAT,34.244671,34.414286
CONSTANT,34.414286,35.012925
CONTACT,35.012925,35.601587
WITH,35.601587,35.731293
THEIR,35.731293,36.030612
PARENTS,36.030612,36.709070
sp,36.709070,37.118141
THROUGH,37.118141,37.567120
EMAILING,37.567120,38.155782
OR,38.155782,38.904082
MAY,38.904082,39.273243
MAKE,39.273243,39.482766
IT,39.482766,39.612472
DIFFICULT,39.612472,40.241043
sp,40.241043,40.270975
FOR,40.270975,40.420635
THEM,40.420635,40.839683
OR,40.839683,40.979365
LESS,40.979365,41.258730
LIKELY,41.258730,41.947166
TO,41.947166,42.156689
BECOME,42.156689,42.904989
TRULY,42.904989,43.274150
AUTONOMOUS,43.274150,43.892744
ADULTS,43.892744,44.441497
sp,44.441497,46.387075
