sp,0.012472,0.641043
I,0.641043,0.670975
sp,0.670975,1.658730
THINK,1.658730,2.267347
THAT'S,2.267347,2.806122
TRUE,2.806122,3.145351
IN,3.145351,3.304989
SOME,3.304989,3.644218
SITUATIONS,3.644218,4.891383
sp,4.891383,5.130839
HONESTLY,5.130839,5.719501
IT,5.719501,6.328118
sp,6.328118,6.397959
DEPENDS,6.397959,7.046485
ON,7.046485,7.535374
LIKE,7.535374,7.944444
sp,7.944444,8.034240
HOW,8.034240,8.982086
WHAT,8.982086,9.421088
THE,9.421088,9.580726
SITUATION,9.580726,10.199320
IS,10.199320,10.518594
AND,10.518594,10.817914
sp,10.817914,10.917687
WHAT,10.917687,11.336735
THE,11.336735,11.446485
GONNA,11.446485,11.705896
IMPACT,11.705896,12.364399
IS,12.364399,13.282313
sp,13.282313,13.332200
FOR,13.332200,13.541723
EXAMPLE,13.541723,14.250113
sp,14.250113,14.300000
IF,14.300000,14.459637
IT'S,14.459637,14.878685
A,14.878685,15.008390
POLITICIAN,15.008390,16.524943
sp,16.524943,16.724490
AND,16.724490,17.502721
sp,17.502721,17.812018
LIKE,17.812018,17.991610
THEY,17.991610,18.131293
MAKE,18.131293,18.759864
LIKE,18.759864,19.099093
SOME,19.099093,19.358503
MAJOR,19.358503,19.717687
MISTAKE,19.717687,20.256463
sp,20.256463,20.386168
FOR,20.386168,20.625624
EXAMPLE,20.625624,21.463719
THE,21.463719,21.563492
IRAQ,21.563492,21.992517
WAR,21.992517,22.541270
UM,22.541270,23.229705
AND,23.229705,23.818367
THAT,23.818367,24.037868
IMPACTS,24.037868,24.696372
SO,24.696372,24.935828
MANY,24.935828,25.235147
PEOPLE,25.235147,25.983447
sp,25.983447,26.133107
AND,26.133107,26.352608
KILLS,26.352608,26.621995
SO,26.621995,26.721769
MANY,26.721769,27.011111
PEOPLE,27.011111,27.739456
sp,27.739456,27.879138
THAT,27.879138,28.038776
THAT,28.038776,28.358050
IT'S,28.358050,28.807029
NOT,28.807029,29.036508
OKAY,29.036508,29.335828
JUST,29.335828,29.525397
TO,29.525397,29.645125
SAY,29.645125,30.143991
LIKE,30.143991,30.882313
OH,30.882313,31.021995
YOU,31.021995,31.081859
KNOW,31.081859,31.161678
IT,31.161678,31.321315
WAS,31.321315,31.470975
A,31.470975,31.540816
MISTAKE,31.540816,32.099546
I'M,32.099546,32.358957
GONNA,32.358957,32.508617
LEARN,32.508617,32.758050
FROM,32.758050,32.917687
IT,32.917687,33.017460
I,33.017460,33.137188
WON'T,33.137188,33.366667
DO,33.366667,33.426531
IT,33.426531,33.516327
NEXT,33.516327,33.675964
TIME,33.675964,33.975283
BECAUSE,33.975283,34.244671
THAT,34.244671,34.833333
sp,34.833333,35.162585
THAT'S,35.162585,35.651474
JUST,35.651474,35.960771
REALLY,35.960771,36.329932
IMPACTS,36.329932,36.918594
sp,36.918594,37.098186
THE,37.098186,37.327664
ENTIRE,37.327664,38.225624
sp,38.225624,38.325397
WORLD,38.325397,38.934014
BASICALLY,38.934014,39.762132
SO,39.762132,41.069161
I,41.069161,41.148980
MEAN,41.148980,41.248753
IF,41.248753,41.617914
IT'S,41.617914,43.004762
sp,43.004762,43.194331
APPLIED,43.194331,44.152154
TO,44.152154,44.212018
OUR,44.212018,44.441497
LIVES,44.441497,45.080045
FOR,45.080045,45.199773
EXAMPLE,45.199773,46.007937
YOU,46.007937,46.137642
GOT,46.137642,46.327211
A,46.327211,46.397052
BAD,46.397052,46.596599
GRADE,46.596599,46.846032
ON,46.846032,46.915873
A,46.915873,46.945805
TEST,46.945805,47.095465
AND,47.095465,47.574376
YOU,47.574376,47.674150
UNDERSTAND,47.674150,48.422449
WHAT,48.422449,48.791610
YOU,48.791610,48.851474
DID,48.851474,48.941270
YES,48.941270,49.160771
IT'S,49.160771,49.300454
OKAY,49.300454,49.569841
TO,49.569841,49.669615
MAKE,49.669615,49.948980
A,49.948980,50.008844
MISTAKE,50.008844,50.807029
sp,50.807029,51.216100
BUT,51.216100,51.685034
I,51.685034,51.844671
MEAN,51.844671,51.964399
THAT,51.964399,52.203855
ONLY,52.203855,52.483220
