WHILE,0.012472,2.466893
I,2.466893,2.676417
AGREE,2.676417,3.384807
STUDENTS,3.384807,3.973469
NEED,3.973469,4.342630
TO,4.342630,4.442404
HAVE,4.442404,4.821542
SOME,4.821542,5.200680
BASIC,5.200680,5.879138
sp,5.879138,6.278231
SKILLS,6.278231,6.956689
WHEN,6.956689,7.126304
THEY,7.126304,7.265986
ENTER,7.265986,7.734921
COLLEGE,7.734921,8.303628
THAT,8.303628,8.423356
ARE,8.423356,8.812472
sp,8.812472,9.221542
THE,9.221542,9.311338
SAME,9.311338,9.820181
ACROSS,9.820181,10.309070
THE,10.309070,10.378912
COUNTRY,10.378912,10.927664
sp,10.927664,12.015193
I,12.015193,12.114966
STILL,12.114966,12.524036
BELIEVE,12.524036,13.112698
THAT,13.112698,13.531746
sp,13.531746,14.399773
EACH,14.399773,14.589342
SCHOOL,14.589342,15.138095
IN,15.138095,15.297732
FACT,15.297732,15.686848
NEEDS,15.686848,16.056009
TO,16.056009,16.185714
BE,16.185714,16.415193
ABLE,16.415193,16.624717
TO,16.624717,17.283220
ADAPT,17.283220,17.792063
TO,17.792063,17.951701
THE,17.951701,18.041497
NEEDS,18.041497,18.410658
OF,18.410658,18.490476
THEIR,18.490476,18.670068
OWN,18.670068,18.729932
STUDENTS,18.729932,19.438322
sp,19.438322,19.837415
EVEN,19.837415,20.086848
AT,20.086848,20.166667
THE,20.166667,20.276417
CLASSROOM,20.276417,20.984807
LEVELS,20.984807,21.503628
TEACHERS,21.503628,22.431519
NEED,22.431519,22.840590
TO,22.840590,22.950340
HAVE,22.950340,23.778458
THE,23.778458,23.898186
AUTONOMY,23.898186,24.746259
sp,24.746259,24.806122
TO,24.806122,25.125397
ADAPT,25.125397,25.524490
CURRICULUM,25.524490,26.053288
FOR,26.053288,26.212925
THE,26.212925,26.302721
STUDENTS,26.302721,26.981179
sp,26.981179,27.011111
THAT,27.011111,27.250567
THEY,27.250567,27.350340
HAVE,27.350340,27.719501
WHICH,27.719501,28.098639
MAY,28.098639,28.248299
EVEN,28.248299,28.507710
CHANGE,28.507710,28.896825
FROM,28.896825,29.046485
YEAR,29.046485,29.226077
TO,29.226077,29.325850
YEAR,29.325850,29.724943
